Transaction_ID,Date,Customer_ID,Customer_Age_Group,City,Region,Store_ID,Category,Product_Name,Brand,Quantity,Unit_Price_INR,Discount_Percent,Total_Amount_INR,Payment_Method,High_Discount_Flag,Gross_Revenue,Discount_Amount,Month,Quarter,Week,Revenue_Per_Unit,Is_Digital
TXN002658,15-06-2023,CUST3303,55+,Delhi,North,STORE020,Grains & Pulses,Semolina,NatureBest,7,518.13,20,2901.53,Credit Card,TRUE,3626.91,725.38,6,2,24,414.5042857,TRUE
TXN002659,17-01-2023,CUST7267,36-45,Bangalore,South,STORE017,Cleaning Supplies,Sponge Pack,Premium,16,1075.95,0,17215.2,Net Banking,FALSE,17215.2,0,1,1,3,1075.95,FALSE
TXN002660,06-05-2023,CUST2747,18-25,Jaipur,North,STORE038,Snacks & Confectionery,Granola Bar,Premium,16,1172.01,15,15939.34,Cash,FALSE,18752.16,2812.82,5,2,18,996.20875,FALSE
TXN002661,29-09-2023,CUST1105,36-45,Kolkata,East,STORE016,Beverages,Green Tea,ValueBuy,12,1445,0,17340,UPI,FALSE,17340,0,9,3,39,1445,TRUE
TXN002662,13-10-2023,CUST7951,55+,Kolkata,East,STORE034,Beverages,Green Tea,ValueBuy,11,1203.06,25,9925.25,Net Banking,TRUE,13233.66,3308.41,10,4,41,902.2954545,FALSE
TXN002663,28-03-2023,CUST3004,26-35,Delhi,North,STORE005,Frozen Foods,Frozen Pizza,ValueBuy,2,350.74,0,701.48,Cash,FALSE,701.48,0,3,1,13,350.74,FALSE
TXN002664,17-04-2023,CUST3158,55+,Kolkata,East,STORE031,Dairy & Eggs,Mozzarella,Local,18,607.91,20,8753.9,Net Banking,TRUE,10942.38,2188.48,4,2,16,486.3277778,FALSE
TXN002665,09-05-2023,CUST3580,36-45,Jaipur,North,STORE037,Personal Care,Toothpaste,TopBrand,16,312.44,0,4999.04,UPI,FALSE,4999.04,0,5,2,19,312.44,TRUE
TXN002666,08-06-2023,CUST5922,18-25,Mumbai,West,STORE028,Bakery,Pita Bread,FreshMart,16,1374.41,20,17592.45,Credit Card,TRUE,21990.56,4398.11,6,2,23,1099.528125,TRUE
TXN002667,03-01-2023,CUST1317,36-45,Jaipur,North,STORE006,Meat & Seafood,Mutton Chops,FreshMart,18,764.77,25,10324.39,Credit Card,TRUE,13765.86,3441.47,1,1,1,573.5772222,TRUE
TXN002668,11-01-2023,CUST3410,26-35,Chennai,South,STORE047,Cleaning Supplies,Fabric Softener,FreshMart,11,1030.31,0,11333.41,Cash,FALSE,11333.41,0,1,1,2,1030.31,FALSE
TXN002669,23-07-2023,CUST5512,55+,Chennai,South,STORE032,Personal Care,Deodorant,Local,12,1421.2,0,17054.4,Credit Card,FALSE,17054.4,0,7,3,29,1421.2,TRUE
TXN002670,13-06-2023,CUST1293,18-25,Chennai,South,STORE023,Dairy & Eggs,Milk,HomeChoice,13,628.43,25,6127.19,UPI,TRUE,8169.59,2042.4,6,2,24,471.3223077,TRUE
TXN002671,28-04-2023,CUST7524,18-25,Chennai,South,STORE031,Grains & Pulses,Black Beans,Premium,9,264.51,0,2380.59,Debit Card,FALSE,2380.59,0,4,2,17,264.51,TRUE
TXN002672,17-09-2023,CUST9084,26-35,Bangalore,South,STORE016,Beverages,Coconut Water,Premium,7,29.96,15,178.26,Credit Card,FALSE,209.72,31.46,9,3,37,25.46571429,TRUE
TXN002673,13-05-2023,CUST6498,46-55,Hyderabad,South,STORE039,Frozen Foods,Chicken Nuggets,HomeChoice,14,82.97,0,1161.58,Credit Card,FALSE,1161.58,0,5,2,19,82.97,TRUE
TXN002674,14-09-2023,CUST2633,55+,Ahmedabad,West,STORE041,Bakery,Cookies,ValueBuy,3,409.16,15,1043.36,Cash,FALSE,1227.48,184.12,9,3,37,347.7866667,FALSE
TXN002675,08-11-2023,CUST8919,26-35,Hyderabad,South,STORE002,Dairy & Eggs,Eggs,Local,4,852.59,25,2557.77,Credit Card,TRUE,3410.36,852.59,11,4,45,639.4425,TRUE
TXN002676,09-10-2023,CUST6780,26-35,Lucknow,North,STORE016,Snacks & Confectionery,Chocolate Bar,GreenLeaf,5,78.87,0,394.35,Credit Card,FALSE,394.35,0,10,4,41,78.87,TRUE
TXN002677,02-09-2023,CUST6578,55+,Hyderabad,South,STORE011,Grains & Pulses,Black Beans,Local,9,867.27,5,7415.16,Cash,FALSE,7805.43,390.27,9,3,35,823.9066667,FALSE
TXN002678,08-08-2023,CUST4457,55+,Kolkata,East,STORE042,Snacks & Confectionery,Pretzels,ValueBuy,11,1217.73,0,13395.03,Cash,FALSE,13395.03,0,8,3,32,1217.73,FALSE
TXN002679,21-06-2023,CUST8528,36-45,Delhi,North,STORE045,Beverages,Herbal Tea,NatureBest,1,1357.02,25,1017.77,Debit Card,TRUE,1357.02,339.25,6,2,25,1017.77,TRUE
TXN002680,23-03-2023,CUST7315,26-35,Jaipur,North,STORE023,Bakery,Baguette,Local,15,1241.82,20,14901.84,Cash,TRUE,18627.3,3725.46,3,1,12,993.456,FALSE
TXN002681,19-08-2023,CUST4860,46-55,Bangalore,South,STORE046,Cleaning Supplies,Disinfectant Spray,ValueBuy,3,274.95,25,618.64,UPI,TRUE,824.85,206.21,8,3,33,206.2133333,TRUE
TXN002682,19-11-2023,CUST6613,36-45,Chennai,South,STORE040,Bakery,Baguette,ValueBuy,7,956.68,5,6361.92,Net Banking,FALSE,6696.76,334.84,11,4,46,908.8457143,FALSE
TXN002683,22-06-2023,CUST7653,36-45,Lucknow,North,STORE015,Personal Care,Toothpaste,Premium,13,549.24,0,7140.12,Cash,FALSE,7140.12,0,6,2,25,549.24,FALSE
TXN002684,19-05-2023,CUST9748,18-25,Lucknow,North,STORE042,Bakery,Pita Bread,PureLife,2,1146.72,5,2178.77,Credit Card,FALSE,2293.44,114.67,5,2,20,1089.385,TRUE
TXN002685,26-01-2023,CUST5703,18-25,Lucknow,North,STORE039,Beverages,Lemonade,NatureBest,14,1441.9,0,20186.6,UPI,FALSE,20186.6,3.64E-12,1,1,4,1441.9,TRUE
TXN002686,27-03-2023,CUST7643,46-55,Bangalore,South,STORE045,Snacks & Confectionery,Peanut Butter Cups,HomeChoice,16,628.65,10,9052.56,Credit Card,FALSE,10058.4,1005.84,3,1,13,565.785,TRUE
TXN002687,31-07-2023,CUST4783,18-25,Lucknow,North,STORE039,Snacks & Confectionery,Granola Bar,NatureBest,5,1385.04,5,6578.94,Debit Card,FALSE,6925.2,346.26,7,3,31,1315.788,TRUE
TXN002688,30-12-2023,CUST2862,46-55,Kolkata,East,STORE012,Fruits & Vegetables,Banana,HomeChoice,5,705.47,0,3527.35,UPI,FALSE,3527.35,4.55E-13,12,4,52,705.47,TRUE
TXN002689,04-08-2023,CUST1208,18-25,Chennai,South,STORE041,Beverages,Mineral Water,NatureBest,16,1440.4,15,19589.44,Net Banking,FALSE,23046.4,3456.96,8,3,31,1224.34,FALSE
TXN002690,09-11-2023,CUST9642,36-45,Lucknow,North,STORE029,Beverages,Green Tea,PureLife,8,333.97,15,2271,Credit Card,FALSE,2671.76,400.76,11,4,45,283.875,TRUE
TXN002691,12-11-2023,CUST7836,46-55,Jaipur,North,STORE045,Bakery,Pita Bread,ValueBuy,8,1252.76,15,8518.77,UPI,FALSE,10022.08,1503.31,11,4,45,1064.84625,TRUE
TXN002692,27-03-2023,CUST8066,26-35,Bangalore,South,STORE048,Dairy & Eggs,Eggs,PureLife,20,39.62,0,792.4,UPI,FALSE,792.4,0,3,1,13,39.62,TRUE
TXN002693,15-03-2023,CUST1260,55+,Kolkata,East,STORE003,Meat & Seafood,Lamb Rack,FreshMart,1,73.63,5,69.95,UPI,FALSE,73.63,3.68,3,1,11,69.95,TRUE
TXN002694,04-06-2023,CUST3386,46-55,Pune,West,STORE033,Beverages,Lemonade,ValueBuy,3,1298.35,10,3505.55,Credit Card,FALSE,3895.05,389.5,6,2,22,1168.516667,TRUE
TXN002695,01-04-2023,CUST5072,18-25,Chennai,South,STORE026,Snacks & Confectionery,Gummy Bears,Local,2,1074.45,10,1934.01,UPI,FALSE,2148.9,214.89,4,2,13,967.005,TRUE
TXN002696,18-05-2023,CUST4680,55+,Hyderabad,South,STORE013,Grains & Pulses,Red Lentils,PureLife,14,669.88,15,7971.57,Credit Card,FALSE,9378.32,1406.75,5,2,20,569.3978571,TRUE
TXN002697,10-12-2023,CUST4001,36-45,Lucknow,North,STORE012,Grains & Pulses,Quinoa,Premium,1,422.99,5,401.84,UPI,FALSE,422.99,21.15,12,4,49,401.84,TRUE
TXN002698,24-04-2023,CUST5034,18-25,Kolkata,East,STORE031,Cleaning Supplies,Glass Cleaner,GreenLeaf,15,305.21,0,4578.15,Debit Card,FALSE,4578.15,0,4,2,17,305.21,TRUE
TXN002699,05-08-2023,CUST6082,18-25,Bangalore,South,STORE012,Snacks & Confectionery,Trail Mix,HomeChoice,2,279.37,5,530.8,Debit Card,FALSE,558.74,27.94,8,3,31,265.4,TRUE
TXN002700,23-08-2023,CUST3576,18-25,Hyderabad,South,STORE016,Personal Care,Face Wash,GreenLeaf,19,812.71,5,14669.42,Debit Card,FALSE,15441.49,772.07,8,3,34,772.0747368,TRUE
TXN002701,09-03-2023,CUST6351,18-25,Mumbai,West,STORE002,Fruits & Vegetables,Carrot,ValueBuy,13,81.81,5,1010.35,Cash,FALSE,1063.53,53.18,3,1,10,77.71923077,FALSE
TXN002702,28-10-2023,CUST5370,18-25,Kolkata,East,STORE018,Snacks & Confectionery,Gummy Bears,HomeChoice,18,1290.21,0,23223.78,Credit Card,FALSE,23223.78,0,10,4,43,1290.21,TRUE
TXN002703,10-07-2023,CUST7099,18-25,Pune,West,STORE009,Beverages,Mango Juice,TopBrand,10,116.1,0,1161,Credit Card,FALSE,1161,0,7,3,28,116.1,TRUE
TXN002704,08-05-2023,CUST6656,18-25,Ahmedabad,West,STORE023,Cleaning Supplies,Dish Soap,GreenLeaf,17,122.3,0,2079.1,Debit Card,FALSE,2079.1,0,5,2,19,122.3,TRUE
TXN002705,26-02-2023,CUST6458,46-55,Mumbai,West,STORE049,Grains & Pulses,Oats,TopBrand,20,1072.3,25,16084.5,Debit Card,TRUE,21446,5361.5,2,1,8,804.225,TRUE
TXN002706,21-09-2023,CUST3153,36-45,Pune,West,STORE027,Personal Care,Conditioner,GreenLeaf,14,1198.34,0,16776.76,Cash,FALSE,16776.76,0,9,3,38,1198.34,FALSE
TXN002707,10-12-2023,CUST9789,36-45,Pune,West,STORE046,Frozen Foods,Ice Cream,EcoFresh,5,1269.61,0,6348.05,Credit Card,FALSE,6348.05,-9.09E-13,12,4,49,1269.61,TRUE
TXN002708,10-06-2023,CUST1680,36-45,Hyderabad,South,STORE010,Snacks & Confectionery,Popcorn,FreshMart,1,692.72,0,692.72,Debit Card,FALSE,692.72,0,6,2,23,692.72,TRUE
TXN002709,01-11-2023,CUST8297,46-55,Pune,West,STORE005,Grains & Pulses,Soya Chunks,PureLife,17,1214.93,20,16523.05,Credit Card,TRUE,20653.81,4130.76,11,4,44,971.9441176,TRUE
TXN002710,25-02-2023,CUST1723,18-25,Hyderabad,South,STORE019,Meat & Seafood,Lamb Rack,EcoFresh,17,72.63,0,1234.71,Cash,FALSE,1234.71,0,2,1,8,72.63,FALSE
TXN002711,03-10-2023,CUST4393,18-25,Lucknow,North,STORE018,Fruits & Vegetables,Onion,EcoFresh,5,733.53,0,3667.65,Cash,FALSE,3667.65,-4.55E-13,10,4,40,733.53,FALSE
TXN002712,29-12-2023,CUST9776,36-45,Jaipur,North,STORE006,Frozen Foods,Fish Fingers,Premium,17,179.68,25,2290.92,Debit Card,TRUE,3054.56,763.64,12,4,52,134.76,TRUE
TXN002713,21-06-2023,CUST7557,55+,Hyderabad,South,STORE035,Frozen Foods,Frozen Berries,HomeChoice,12,945.29,20,9074.78,UPI,TRUE,11343.48,2268.7,6,2,25,756.2316667,TRUE
TXN002714,07-09-2023,CUST3565,18-25,Jaipur,North,STORE047,Personal Care,Toothpaste,Premium,2,27.93,0,55.86,Cash,FALSE,55.86,0,9,3,36,27.93,FALSE
TXN002715,04-08-2023,CUST5632,18-25,Delhi,North,STORE030,Beverages,Lemonade,Premium,7,692.57,15,4120.79,Credit Card,FALSE,4847.99,727.2,8,3,31,588.6842857,TRUE
TXN002716,24-09-2023,CUST7082,18-25,Bangalore,South,STORE042,Fruits & Vegetables,Potato,PureLife,2,1155.28,25,1732.92,Debit Card,TRUE,2310.56,577.64,9,3,38,866.46,TRUE
TXN002717,14-05-2023,CUST7349,46-55,Jaipur,North,STORE017,Beverages,Herbal Tea,Local,7,623.37,0,4363.59,Cash,FALSE,4363.59,0,5,2,19,623.37,FALSE
TXN002718,10-07-2023,CUST2120,55+,Jaipur,North,STORE022,Frozen Foods,Frozen Fries,ValueBuy,17,1087.59,25,13866.77,Cash,TRUE,18489.03,4622.26,7,3,28,815.6923529,FALSE
TXN002719,09-12-2023,CUST6987,46-55,Chennai,South,STORE014,Dairy & Eggs,Cream,PureLife,12,652.35,15,6653.97,Credit Card,FALSE,7828.2,1174.23,12,4,49,554.4975,TRUE
TXN002720,09-01-2023,CUST1530,26-35,Hyderabad,South,STORE023,Dairy & Eggs,Buttermilk,Premium,15,322.17,0,4832.55,Debit Card,FALSE,4832.55,0,1,1,2,322.17,TRUE
TXN002721,04-09-2023,CUST4964,18-25,Bangalore,South,STORE044,Frozen Foods,Veggie Burger,GreenLeaf,8,1158.09,25,6948.54,Cash,TRUE,9264.72,2316.18,9,3,36,868.5675,FALSE
TXN002722,01-08-2023,CUST2765,36-45,Jaipur,North,STORE019,Frozen Foods,Waffles,Premium,16,171.32,0,2741.12,UPI,FALSE,2741.12,0,8,3,31,171.32,TRUE
TXN002723,12-03-2023,CUST7143,36-45,Mumbai,West,STORE022,Bakery,White Bread,TopBrand,5,401.31,0,2006.55,Cash,FALSE,2006.55,0,3,1,10,401.31,FALSE
TXN002724,07-12-2023,CUST4420,55+,Chennai,South,STORE032,Fruits & Vegetables,Carrot,EcoFresh,19,1488.9,0,28289.1,UPI,FALSE,28289.1,3.64E-12,12,4,49,1488.9,TRUE
TXN002725,19-02-2023,CUST7418,26-35,Jaipur,North,STORE001,Meat & Seafood,Crab Meat,GreenLeaf,16,211.31,20,2704.77,Debit Card,TRUE,3380.96,676.19,2,1,7,169.048125,TRUE
TXN002726,30-05-2023,CUST4660,36-45,Bangalore,South,STORE011,Meat & Seafood,Crab Meat,Local,2,50.97,0,101.94,Debit Card,FALSE,101.94,0,5,2,22,50.97,TRUE
TXN002727,24-02-2023,CUST8170,55+,Hyderabad,South,STORE037,Grains & Pulses,Chickpeas,EcoFresh,16,1040.55,10,14983.92,Debit Card,FALSE,16648.8,1664.88,2,1,8,936.495,TRUE
TXN002728,21-12-2023,CUST4189,36-45,Pune,West,STORE007,Beverages,Energy Drink,Premium,5,772.86,25,2898.22,Net Banking,TRUE,3864.3,966.08,12,4,51,579.644,FALSE
TXN002729,20-11-2023,CUST7622,18-25,Delhi,North,STORE001,Frozen Foods,Frozen Peas,HomeChoice,11,241.25,15,2255.69,Credit Card,FALSE,2653.75,398.06,11,4,47,205.0627273,TRUE
TXN002730,20-01-2023,CUST7099,46-55,Delhi,North,STORE048,Meat & Seafood,Chicken Breast,ValueBuy,8,1345.99,10,9691.13,UPI,FALSE,10767.92,1076.79,1,1,3,1211.39125,TRUE
TXN002731,15-05-2023,CUST2675,55+,Kolkata,East,STORE041,Dairy & Eggs,Cheddar Cheese,HomeChoice,3,992.35,0,2977.05,Net Banking,FALSE,2977.05,0,5,2,20,992.35,FALSE
TXN002732,30-12-2023,CUST9884,18-25,Mumbai,West,STORE012,Fruits & Vegetables,Carrot,GreenLeaf,14,609.79,0,8537.06,Net Banking,FALSE,8537.06,0,12,4,52,609.79,FALSE
TXN002733,06-09-2023,CUST1551,55+,Jaipur,North,STORE036,Bakery,Donut,EcoFresh,18,447.93,10,7256.47,Credit Card,FALSE,8062.74,806.27,9,3,36,403.1372222,TRUE
TXN002734,10-10-2023,CUST5617,36-45,Kolkata,East,STORE020,Frozen Foods,Ice Cream,HomeChoice,5,715.72,15,3041.81,Cash,FALSE,3578.6,536.79,10,4,41,608.362,FALSE
TXN002735,08-04-2023,CUST2155,26-35,Chennai,South,STORE030,Bakery,Croissant,GreenLeaf,18,232.27,20,3344.69,UPI,TRUE,4180.86,836.17,4,2,14,185.8161111,TRUE
TXN002736,26-02-2023,CUST9732,18-25,Kolkata,East,STORE045,Dairy & Eggs,Paneer,HomeChoice,2,347.28,0,694.56,UPI,FALSE,694.56,0,2,1,8,347.28,TRUE
TXN002737,09-12-2023,CUST7697,18-25,Mumbai,West,STORE025,Frozen Foods,Frozen Berries,NatureBest,9,1184.1,5,10124.05,Cash,FALSE,10656.9,532.85,12,4,49,1124.894444,FALSE
TXN002738,22-02-2023,CUST3051,36-45,Mumbai,West,STORE025,Beverages,Lemonade,Local,17,856.11,0,14553.87,Credit Card,FALSE,14553.87,0,2,1,8,856.11,TRUE
TXN002739,29-05-2023,CUST2038,18-25,Pune,West,STORE015,Beverages,Lemonade,PureLife,18,832.8,5,14240.88,Cash,FALSE,14990.4,749.52,5,2,22,791.16,FALSE
TXN002740,15-10-2023,CUST2696,36-45,Bangalore,South,STORE001,Beverages,Mineral Water,TopBrand,3,778.35,0,2335.05,Cash,FALSE,2335.05,0,10,4,41,778.35,FALSE
TXN002741,08-06-2023,CUST6108,46-55,Kolkata,East,STORE003,Meat & Seafood,Mutton Chops,Premium,4,672.95,0,2691.8,Debit Card,FALSE,2691.8,0,6,2,23,672.95,TRUE
TXN002742,21-08-2023,CUST2639,36-45,Lucknow,North,STORE043,Frozen Foods,Frozen Pizza,Premium,9,1190.65,20,8572.68,UPI,TRUE,10715.85,2143.17,8,3,34,952.52,TRUE
TXN002743,01-07-2023,CUST7385,36-45,Mumbai,West,STORE021,Cleaning Supplies,Glass Cleaner,ValueBuy,1,304.92,10,274.43,Credit Card,FALSE,304.92,30.49,7,3,26,274.43,TRUE
TXN002744,21-08-2023,CUST5386,18-25,Kolkata,East,STORE015,Bakery,Donut,GreenLeaf,16,903.47,0,14455.52,UPI,FALSE,14455.52,0,8,3,34,903.47,TRUE
TXN002745,02-01-2023,CUST4762,26-35,Lucknow,North,STORE039,Beverages,Cola,NatureBest,19,924.02,25,13167.28,Credit Card,TRUE,17556.38,4389.1,1,1,1,693.0147368,TRUE
TXN002746,03-06-2023,CUST2160,18-25,Chennai,South,STORE025,Frozen Foods,Frozen Berries,FreshMart,3,286.87,20,688.49,Credit Card,TRUE,860.61,172.12,6,2,22,229.4966667,TRUE
TXN002747,26-12-2023,CUST1745,36-45,Ahmedabad,West,STORE032,Bakery,Cookies,EcoFresh,12,358.28,0,4299.36,Credit Card,FALSE,4299.36,0,12,4,52,358.28,TRUE
TXN002748,26-11-2023,CUST6444,36-45,Mumbai,West,STORE027,Dairy & Eggs,Milk,NatureBest,1,1494.71,20,1195.77,Credit Card,TRUE,1494.71,298.94,11,4,47,1195.77,TRUE
TXN002749,11-01-2023,CUST2006,36-45,Pune,West,STORE029,Snacks & Confectionery,Trail Mix,PureLife,2,588.86,10,1059.95,Net Banking,FALSE,1177.72,117.77,1,1,2,529.975,FALSE
TXN002750,22-11-2023,CUST9500,55+,Lucknow,North,STORE018,Frozen Foods,Waffles,Premium,10,1316.45,20,10531.6,Debit Card,TRUE,13164.5,2632.9,11,4,47,1053.16,TRUE
TXN002751,27-07-2023,CUST2745,18-25,Ahmedabad,West,STORE004,Cleaning Supplies,Floor Cleaner,ValueBuy,1,1348.29,5,1280.88,UPI,FALSE,1348.29,67.41,7,3,30,1280.88,TRUE
TXN002752,01-12-2023,CUST8872,36-45,Ahmedabad,West,STORE037,Fruits & Vegetables,Banana,PureLife,16,1425.03,5,21660.46,Net Banking,FALSE,22800.48,1140.02,12,4,48,1353.77875,FALSE
TXN002753,07-02-2023,CUST8247,18-25,Hyderabad,South,STORE037,Meat & Seafood,Prawns,EcoFresh,15,796.43,0,11946.45,Cash,FALSE,11946.45,-1.82E-12,2,1,6,796.43,FALSE
TXN002754,18-05-2023,CUST5695,36-45,Lucknow,North,STORE006,Fruits & Vegetables,Spinach,TopBrand,1,263.63,0,263.63,Debit Card,FALSE,263.63,0,5,2,20,263.63,TRUE
TXN002755,07-12-2023,CUST9503,36-45,Ahmedabad,West,STORE043,Grains & Pulses,Quinoa,Local,9,348.9,5,2983.1,UPI,FALSE,3140.1,157,12,4,49,331.4555556,TRUE
TXN002756,03-09-2023,CUST1434,26-35,Delhi,North,STORE047,Snacks & Confectionery,Gummy Bears,GreenLeaf,8,855.64,0,6845.12,Debit Card,FALSE,6845.12,0,9,3,35,855.64,TRUE
TXN002757,16-07-2023,CUST7622,36-45,Hyderabad,South,STORE014,Meat & Seafood,Chicken Breast,EcoFresh,10,929.61,0,9296.1,Cash,FALSE,9296.1,0,7,3,28,929.61,FALSE
TXN002758,21-04-2023,CUST5971,46-55,Ahmedabad,West,STORE045,Grains & Pulses,Black Beans,HomeChoice,8,164.61,25,987.66,Debit Card,TRUE,1316.88,329.22,4,2,16,123.4575,TRUE
TXN002759,27-09-2023,CUST7162,36-45,Delhi,North,STORE043,Cleaning Supplies,Fabric Softener,GreenLeaf,7,1191.24,15,7087.88,Net Banking,FALSE,8338.68,1250.8,9,3,39,1012.554286,FALSE
TXN002760,14-05-2023,CUST2281,26-35,Pune,West,STORE018,Bakery,Donut,Local,18,685.32,0,12335.76,Credit Card,FALSE,12335.76,0,5,2,19,685.32,TRUE
TXN002761,09-08-2023,CUST1096,36-45,Lucknow,North,STORE024,Dairy & Eggs,Ghee,Premium,13,666.07,0,8658.91,Cash,FALSE,8658.91,0,8,3,32,666.07,FALSE
TXN002762,04-03-2023,CUST7366,26-35,Kolkata,East,STORE022,Personal Care,Body Lotion,FreshMart,15,915.21,0,13728.15,UPI,FALSE,13728.15,1.82E-12,3,1,9,915.21,TRUE
TXN002763,15-05-2023,CUST7441,36-45,Lucknow,North,STORE026,Grains & Pulses,Soya Chunks,GreenLeaf,7,1402.35,15,8343.98,Net Banking,FALSE,9816.45,1472.47,5,2,20,1191.997143,FALSE
TXN002764,06-12-2023,CUST6368,36-45,Ahmedabad,West,STORE032,Cleaning Supplies,Broom,FreshMart,1,161.42,10,145.28,Credit Card,FALSE,161.42,16.14,12,4,49,145.28,TRUE
TXN002765,04-10-2023,CUST7473,46-55,Chennai,South,STORE048,Grains & Pulses,Chickpeas,Local,5,718.4,0,3592,Credit Card,FALSE,3592,0,10,4,40,718.4,TRUE
TXN002766,18-06-2023,CUST1390,55+,Delhi,North,STORE012,Snacks & Confectionery,Gummy Bears,EcoFresh,20,1252.29,0,25045.8,Cash,FALSE,25045.8,0,6,2,24,1252.29,FALSE
TXN002767,12-02-2023,CUST6352,46-55,Mumbai,West,STORE005,Fruits & Vegetables,Apple,EcoFresh,4,1004.16,0,4016.64,Cash,FALSE,4016.64,0,2,1,6,1004.16,FALSE
TXN002768,16-11-2023,CUST9425,18-25,Bangalore,South,STORE009,Grains & Pulses,Black Beans,NatureBest,18,394.31,10,6387.82,Credit Card,FALSE,7097.58,709.76,11,4,46,354.8788889,TRUE
TXN002769,29-09-2023,CUST5963,46-55,Jaipur,North,STORE037,Fruits & Vegetables,Apple,Local,17,218.5,5,3528.78,Cash,FALSE,3714.5,185.72,9,3,39,207.5752941,FALSE
TXN002770,07-02-2023,CUST2005,36-45,Ahmedabad,West,STORE043,Cleaning Supplies,Trash Bags,PureLife,5,303,5,1439.25,Net Banking,FALSE,1515,75.75,2,1,6,287.85,FALSE
TXN002771,05-07-2023,CUST6193,46-55,Ahmedabad,West,STORE005,Dairy & Eggs,Ghee,Local,8,945.91,20,6053.82,Credit Card,TRUE,7567.28,1513.46,7,3,27,756.7275,TRUE
TXN002772,11-01-2023,CUST7728,26-35,Jaipur,North,STORE049,Bakery,Brown Bread,NatureBest,18,212.96,0,3833.28,Net Banking,FALSE,3833.28,0,1,1,2,212.96,FALSE
TXN002773,15-01-2023,CUST3548,26-35,Mumbai,West,STORE027,Frozen Foods,Frozen Corn,PureLife,16,582.77,5,8858.1,Cash,FALSE,9324.32,466.22,1,1,2,553.63125,FALSE
TXN002774,17-11-2023,CUST2083,46-55,Bangalore,South,STORE030,Frozen Foods,Frozen Berries,EcoFresh,14,765.05,15,9104.1,Debit Card,FALSE,10710.7,1606.6,11,4,46,650.2928571,TRUE
TXN002775,20-10-2023,CUST4737,26-35,Delhi,North,STORE022,Fruits & Vegetables,Onion,HomeChoice,8,1174.51,0,9396.08,Net Banking,FALSE,9396.08,0,10,4,42,1174.51,FALSE
TXN002776,25-08-2023,CUST5260,55+,Ahmedabad,West,STORE040,Bakery,Cookies,Local,4,270.46,5,1027.75,Debit Card,FALSE,1081.84,54.09,8,3,34,256.9375,TRUE
TXN002777,12-05-2023,CUST5229,36-45,Kolkata,East,STORE044,Bakery,Croissant,Premium,6,1361.43,20,6534.86,Debit Card,TRUE,8168.58,1633.72,5,2,19,1089.143333,TRUE
TXN002778,08-02-2023,CUST6064,26-35,Jaipur,North,STORE015,Meat & Seafood,Lamb Rack,FreshMart,14,765.87,0,10722.18,UPI,FALSE,10722.18,0,2,1,6,765.87,TRUE
TXN002779,03-09-2023,CUST2395,36-45,Lucknow,North,STORE021,Beverages,Orange Juice,TopBrand,17,46.54,25,593.39,Net Banking,TRUE,791.18,197.79,9,3,35,34.90529412,FALSE
TXN002780,29-03-2023,CUST6838,55+,Delhi,North,STORE007,Fruits & Vegetables,Mango,HomeChoice,16,800.66,0,12810.56,Cash,FALSE,12810.56,0,3,1,13,800.66,FALSE
TXN002781,02-04-2023,CUST7501,46-55,Bangalore,South,STORE047,Beverages,Energy Drink,FreshMart,15,260.77,20,3129.24,Credit Card,TRUE,3911.55,782.31,4,2,13,208.616,TRUE
TXN002782,31-03-2023,CUST6234,36-45,Kolkata,East,STORE043,Bakery,Muffin,Local,17,452.47,0,7691.99,Net Banking,FALSE,7691.99,9.09E-13,3,1,13,452.47,FALSE
TXN002783,05-11-2023,CUST6881,46-55,Ahmedabad,West,STORE038,Grains & Pulses,Black Beans,TopBrand,8,1085.01,5,8246.08,Debit Card,FALSE,8680.08,434,11,4,44,1030.76,TRUE
TXN002784,16-12-2023,CUST2398,18-25,Delhi,North,STORE005,Dairy & Eggs,Mozzarella,ValueBuy,9,1082.52,10,8768.41,Credit Card,FALSE,9742.68,974.27,12,4,50,974.2677778,TRUE
TXN002785,17-03-2023,CUST6818,46-55,Hyderabad,South,STORE042,Frozen Foods,Waffles,ValueBuy,7,1068.62,20,5984.27,UPI,TRUE,7480.34,1496.07,3,1,11,854.8957143,TRUE
TXN002786,24-03-2023,CUST4363,26-35,Delhi,North,STORE002,Dairy & Eggs,Butter,FreshMart,12,1422.63,10,15364.4,Net Banking,FALSE,17071.56,1707.16,3,1,12,1280.366667,FALSE
TXN002787,23-10-2023,CUST3721,36-45,Pune,West,STORE041,Fruits & Vegetables,Carrot,Premium,8,57.79,0,462.32,Credit Card,FALSE,462.32,0,10,4,43,57.79,TRUE
TXN002788,30-08-2023,CUST9547,55+,Bangalore,South,STORE013,Cleaning Supplies,Fabric Softener,NatureBest,6,1201.06,0,7206.36,Credit Card,FALSE,7206.36,0,8,3,35,1201.06,TRUE
TXN002789,06-10-2023,CUST6716,26-35,Pune,West,STORE012,Personal Care,Body Lotion,FreshMart,12,1146.12,10,12378.1,UPI,FALSE,13753.44,1375.34,10,4,40,1031.508333,TRUE
TXN002790,09-10-2023,CUST5832,26-35,Mumbai,West,STORE035,Bakery,White Bread,ValueBuy,20,679.29,0,13585.8,Debit Card,FALSE,13585.8,0,10,4,41,679.29,TRUE
