Transaction_ID,Date,Customer_ID,Customer_Age_Group,City,Region,Store_ID,Category,Product_Name,Brand,Quantity,Unit_Price_INR,Discount_Percent,Total_Amount_INR,Payment_Method
TXN001913,16-04-2023,CUST7561,18-25,Hyderabad,South,STORE022,Beverages,Mango Juice,Premium,5,456.01,25,1710.04,UPI
TXN001914,22-04-2023,CUST6712,55+,Pune,West,STORE047,Meat & Seafood,Lamb Rack,Local,5,1373.37,0,6866.85,UPI
TXN001915,27-12-2023,CUST1116,36-45,Bangalore,South,STORE035,Grains & Pulses,Chickpeas,TopBrand,12,370.57,0,4446.84,UPI
TXN001916,30-11-2023,CUST6477,46-55,Chennai,South,STORE025,Dairy & Eggs,Eggs,GreenLeaf,15,1001.83,0,15027.45,Net Banking
TXN001917,21-02-2023,CUST7223,36-45,Delhi,North,STORE016,Personal Care,Razor,EcoFresh,12,526.61,0,6319.32,Net Banking
TXN001918,22-08-2023,CUST1461,26-35,Jaipur,North,STORE035,Fruits & Vegetables,Tomato,Local,8,712.59,0,5700.72,UPI
TXN001919,01-04-2023,CUST9539,18-25,Hyderabad,South,STORE025,Frozen Foods,Frozen Fries,PureLife,11,1372.03,10,13583.1,Debit Card
TXN001920,15-06-2023,CUST4354,36-45,Mumbai,West,STORE035,Dairy & Eggs,Cream,PureLife,2,1341.02,25,2011.53,UPI
TXN001921,11-03-2023,CUST9034,26-35,Kolkata,East,STORE001,Beverages,Orange Juice,PureLife,4,65.84,0,263.36,Credit Card
TXN001922,15-05-2023,CUST5246,36-45,Bangalore,South,STORE030,Personal Care,Sunscreen,NatureBest,14,210.14,0,2941.96,Net Banking
TXN001923,22-10-2023,CUST7746,55+,Lucknow,North,STORE003,Grains & Pulses,Chickpeas,EcoFresh,11,1193.43,0,13127.73,UPI
TXN001924,16-09-2023,CUST9791,36-45,Lucknow,North,STORE040,Frozen Foods,Frozen Corn,Premium,1,858.81,0,858.81,UPI
TXN001925,18-06-2023,CUST9808,46-55,Kolkata,East,STORE009,Beverages,Mango Juice,ValueBuy,4,1284.96,5,4882.85,Cash
TXN001926,11-10-2023,CUST2963,18-25,Bangalore,South,STORE049,Personal Care,Face Wash,EcoFresh,1,966.29,20,773.03,Debit Card
TXN001927,17-09-2023,CUST9084,26-35,Chennai,South,STORE036,Fruits & Vegetables,Onion,ValueBuy,7,890.06,0,6230.42,UPI
TXN001928,01-09-2023,CUST8364,18-25,Bangalore,South,STORE017,Snacks & Confectionery,Pretzels,NatureBest,8,329.53,10,2372.62,Credit Card
TXN001929,09-04-2023,CUST9399,46-55,Hyderabad,South,STORE002,Fruits & Vegetables,Broccoli,HomeChoice,20,1370.59,15,23300.03,Net Banking
TXN001930,21-01-2023,CUST5292,18-25,Delhi,North,STORE042,Bakery,Cookies,HomeChoice,12,404.12,0,4849.44,Credit Card
TXN001931,04-01-2023,CUST5399,36-45,Hyderabad,South,STORE005,Dairy & Eggs,Mozzarella,FreshMart,12,680.81,0,8169.72,Cash
TXN001932,19-05-2023,CUST7082,26-35,Chennai,South,STORE036,Personal Care,Razor,NatureBest,4,851.89,0,3407.56,Cash
TXN001933,15-03-2023,CUST5539,55+,Lucknow,North,STORE030,Grains & Pulses,Black Beans,FreshMart,10,157.2,0,1572,Net Banking
TXN001934,15-04-2023,CUST4003,26-35,Delhi,North,STORE024,Cleaning Supplies,Fabric Softener,NatureBest,13,1474.62,20,15336.05,UPI
TXN001935,30-03-2023,CUST7868,18-25,Delhi,North,STORE007,Beverages,Green Tea,Premium,10,30.84,5,292.98,Net Banking
TXN001936,20-02-2023,CUST7250,26-35,Bangalore,South,STORE004,Fruits & Vegetables,Apple,ValueBuy,10,580.03,20,4640.24,Cash
TXN001937,29-01-2023,CUST3481,18-25,Pune,West,STORE003,Bakery,Bagel,Local,15,1044.74,0,15671.1,Debit Card
TXN001938,11-04-2023,CUST7705,55+,Pune,West,STORE038,Meat & Seafood,Lamb Rack,FreshMart,5,114.42,15,486.29,Cash
TXN001939,19-02-2023,CUST9108,26-35,Ahmedabad,West,STORE009,Snacks & Confectionery,Peanut Butter Cups,TopBrand,20,476.35,0,9527,Net Banking
TXN001940,08-04-2023,CUST1567,46-55,Ahmedabad,West,STORE011,Fruits & Vegetables,Apple,HomeChoice,7,926.85,0,6487.95,Cash
TXN001941,08-02-2023,CUST7387,46-55,Jaipur,North,STORE010,Dairy & Eggs,Yogurt,HomeChoice,13,853.89,25,8325.43,Cash
TXN001942,11-09-2023,CUST2817,55+,Kolkata,East,STORE011,Fruits & Vegetables,Spinach,Premium,9,1117.79,0,10060.11,Cash
TXN001943,28-01-2023,CUST3370,26-35,Ahmedabad,West,STORE049,Personal Care,Shampoo,PureLife,9,466.53,20,3359.02,Debit Card
TXN001944,08-01-2023,CUST3360,36-45,Kolkata,East,STORE012,Bakery,Croissant,GreenLeaf,5,148.34,20,593.36,Net Banking
TXN001945,17-08-2023,CUST8773,26-35,Delhi,North,STORE025,Beverages,Mineral Water,Local,1,879.18,10,791.26,Cash
TXN001946,08-03-2023,CUST8705,46-55,Pune,West,STORE006,Meat & Seafood,Mutton Chops,ValueBuy,12,480.55,5,5478.27,Net Banking
TXN001947,21-12-2023,CUST6883,55+,Hyderabad,South,STORE035,Beverages,Coconut Water,TopBrand,5,412.82,15,1754.48,Cash
TXN001948,13-06-2023,CUST9798,55+,Delhi,North,STORE006,Frozen Foods,Frozen Pizza,HomeChoice,4,168.39,0,673.56,UPI
TXN001949,11-05-2023,CUST8847,55+,Chennai,South,STORE028,Cleaning Supplies,Trash Bags,Premium,20,1205.48,20,19287.68,UPI
TXN001950,14-09-2023,CUST9610,36-45,Ahmedabad,West,STORE020,Bakery,Muffin,ValueBuy,13,1498.7,0,19483.1,Debit Card
TXN001951,17-10-2023,CUST2794,55+,Bangalore,South,STORE003,Fruits & Vegetables,Potato,ValueBuy,15,1233.09,0,18496.35,Debit Card
TXN001952,26-01-2023,CUST7613,55+,Delhi,North,STORE048,Grains & Pulses,Corn Flour,Premium,3,661.4,0,1984.2,Credit Card
TXN001953,23-05-2023,CUST9852,36-45,Delhi,North,STORE033,Frozen Foods,Frozen Berries,EcoFresh,7,1180.28,5,7848.86,Debit Card
TXN001954,13-06-2023,CUST5494,46-55,Jaipur,North,STORE012,Personal Care,Shampoo,HomeChoice,6,184.73,20,886.7,Cash
TXN001955,18-12-2023,CUST3431,18-25,Delhi,North,STORE023,Bakery,Brown Bread,TopBrand,7,1117.79,25,5868.4,Cash
TXN001956,08-05-2023,CUST5779,46-55,Hyderabad,South,STORE030,Meat & Seafood,Prawns,GreenLeaf,2,40.73,20,65.17,Net Banking
TXN001957,04-03-2023,CUST5130,18-25,Hyderabad,South,STORE026,Dairy & Eggs,Mozzarella,FreshMart,1,779.08,0,779.08,Cash
TXN001958,01-05-2023,CUST3275,46-55,Pune,West,STORE013,Grains & Pulses,Wheat Flour,ValueBuy,19,1131.92,0,21506.48,Net Banking
TXN001959,05-10-2023,CUST6518,36-45,Ahmedabad,West,STORE035,Cleaning Supplies,Broom,NatureBest,20,76.65,0,1533,Net Banking
TXN001960,12-01-2023,CUST9438,36-45,Chennai,South,STORE044,Frozen Foods,Waffles,GreenLeaf,13,374.97,0,4874.61,Credit Card
TXN001961,19-02-2023,CUST9575,18-25,Mumbai,West,STORE021,Frozen Foods,Ice Cream,NatureBest,8,1430.11,0,11440.88,Net Banking
TXN001962,18-03-2023,CUST1297,26-35,Chennai,South,STORE041,Cleaning Supplies,Sponge Pack,PureLife,11,756.86,10,7492.91,Cash
TXN001963,31-07-2023,CUST7735,18-25,Bangalore,South,STORE029,Dairy & Eggs,Eggs,TopBrand,11,1146.33,10,11348.67,UPI
TXN001964,27-07-2023,CUST8076,46-55,Lucknow,North,STORE010,Grains & Pulses,Corn Flour,FreshMart,9,432.24,10,3501.14,Cash
TXN001965,13-03-2023,CUST9832,18-25,Delhi,North,STORE045,Fruits & Vegetables,Potato,Premium,9,1323.04,0,11907.36,Credit Card
TXN001966,01-01-2023,CUST3445,46-55,Jaipur,North,STORE010,Bakery,Muffin,FreshMart,15,898.73,10,12132.85,Net Banking
TXN001967,11-03-2023,CUST8660,26-35,Mumbai,West,STORE023,Snacks & Confectionery,Pretzels,GreenLeaf,16,400.5,15,5446.8,UPI
TXN001968,05-01-2023,CUST5827,18-25,Bangalore,South,STORE011,Beverages,Green Tea,Local,12,1493.66,0,17923.92,Cash
TXN001969,18-12-2023,CUST7859,18-25,Jaipur,North,STORE041,Cleaning Supplies,Laundry Detergent,HomeChoice,11,169.7,0,1866.7,Debit Card
TXN001970,28-02-2023,CUST1519,18-25,Hyderabad,South,STORE030,Snacks & Confectionery,Dark Chocolate,Local,10,1001.68,20,8013.44,Credit Card
TXN001971,13-02-2023,CUST3093,55+,Chennai,South,STORE016,Meat & Seafood,Chicken Breast,Premium,14,618.51,0,8659.14,Credit Card
TXN001972,13-04-2023,CUST3083,55+,Hyderabad,South,STORE048,Personal Care,Conditioner,EcoFresh,3,1087.88,0,3263.64,Cash
TXN001973,30-09-2023,CUST7131,18-25,Delhi,North,STORE032,Snacks & Confectionery,Chocolate Bar,EcoFresh,1,985.75,10,887.17,UPI
TXN001974,06-06-2023,CUST3911,26-35,Chennai,South,STORE029,Snacks & Confectionery,Trail Mix,EcoFresh,10,578.94,0,5789.4,Credit Card
TXN001975,02-05-2023,CUST1112,36-45,Hyderabad,South,STORE032,Beverages,Energy Drink,GreenLeaf,4,936.84,15,3185.26,Debit Card
TXN001976,12-02-2023,CUST9047,46-55,Chennai,South,STORE035,Personal Care,Toothpaste,HomeChoice,8,531.09,20,3398.98,Credit Card
TXN001977,21-07-2023,CUST8422,18-25,Delhi,North,STORE033,Snacks & Confectionery,Chocolate Bar,EcoFresh,15,1005.59,0,15083.85,UPI
TXN001978,09-02-2023,CUST8240,46-55,Pune,West,STORE035,Frozen Foods,Veggie Burger,ValueBuy,5,1285.33,10,5783.99,Net Banking
TXN001979,06-12-2023,CUST3615,55+,Chennai,South,STORE004,Beverages,Herbal Tea,GreenLeaf,16,705.95,0,11295.2,Debit Card
TXN001980,14-09-2023,CUST8919,36-45,Pune,West,STORE010,Fruits & Vegetables,Apple,HomeChoice,4,1211.35,10,4360.86,Credit Card
TXN001981,13-07-2023,CUST9973,26-35,Bangalore,South,STORE008,Snacks & Confectionery,Granola Bar,HomeChoice,10,89.93,20,719.44,Cash
TXN001982,25-03-2023,CUST6847,36-45,Chennai,South,STORE037,Snacks & Confectionery,Nachos,HomeChoice,20,1110,15,18870,Cash
TXN001983,10-12-2023,CUST9078,26-35,Chennai,South,STORE035,Frozen Foods,Frozen Corn,Premium,3,1151.96,0,3455.88,Cash
TXN001984,30-04-2023,CUST6025,26-35,Ahmedabad,West,STORE022,Cleaning Supplies,Laundry Detergent,Local,8,13.76,20,88.06,Debit Card
TXN001985,28-10-2023,CUST7877,55+,Delhi,North,STORE002,Cleaning Supplies,Disinfectant Spray,EcoFresh,3,797.07,10,2152.09,UPI
TXN001986,04-04-2023,CUST2492,26-35,Kolkata,East,STORE024,Beverages,Orange Juice,PureLife,4,1226.67,0,4906.68,Credit Card
TXN001987,29-12-2023,CUST7577,18-25,Delhi,North,STORE020,Beverages,Mineral Water,Local,8,1296.15,0,10369.2,Net Banking
TXN001988,28-01-2023,CUST1957,26-35,Bangalore,South,STORE011,Frozen Foods,Frozen Pizza,FreshMart,16,221.99,20,2841.47,Credit Card
TXN001989,11-02-2023,CUST2465,36-45,Ahmedabad,West,STORE003,Dairy & Eggs,Mozzarella,FreshMart,18,1243.83,0,22388.94,Credit Card
TXN001990,20-02-2023,CUST8645,55+,Mumbai,West,STORE027,Beverages,Lemonade,FreshMart,8,169.34,25,1016.04,Cash
TXN001991,17-09-2023,CUST5233,18-25,Kolkata,East,STORE038,Frozen Foods,Frozen Peas,PureLife,20,1466.88,0,29337.6,UPI
TXN001992,16-04-2023,CUST8168,36-45,Kolkata,East,STORE015,Cleaning Supplies,Sponge Pack,TopBrand,1,946.74,0,946.74,Net Banking
TXN001993,25-09-2023,CUST1056,46-55,Hyderabad,South,STORE009,Bakery,Brown Bread,ValueBuy,16,1384.71,25,16616.52,Net Banking
TXN001994,07-08-2023,CUST1450,55+,Ahmedabad,West,STORE045,Fruits & Vegetables,Onion,Premium,4,1418.79,0,5675.16,Cash
TXN001995,09-05-2023,CUST8882,46-55,Delhi,North,STORE050,Grains & Pulses,Black Beans,NatureBest,5,1341.7,20,5366.8,Net Banking
TXN001996,14-10-2023,CUST2737,18-25,Kolkata,East,STORE012,Meat & Seafood,Beef Steak,PureLife,8,70.07,20,448.45,Net Banking
TXN001997,08-01-2023,CUST3780,36-45,Kolkata,East,STORE043,Fruits & Vegetables,Potato,PureLife,12,703.63,0,8443.56,Credit Card
TXN001998,20-07-2023,CUST1623,46-55,Pune,West,STORE039,Bakery,Muffin,EcoFresh,6,251.78,0,1510.68,Net Banking
TXN001999,19-07-2023,CUST8249,36-45,Chennai,South,STORE005,Snacks & Confectionery,Peanut Butter Cups,EcoFresh,13,1002.91,0,13037.83,Net Banking
TXN002000,15-02-2023,CUST6273,18-25,Lucknow,North,STORE048,Dairy & Eggs,Yogurt,NatureBest,12,1048.5,0,12582,UPI
TXN002001,22-04-2023,CUST4237,36-45,Pune,West,STORE003,Beverages,Green Tea,Premium,3,16.57,0,49.71,Debit Card
TXN002002,23-10-2023,CUST3243,36-45,Bangalore,South,STORE035,Bakery,Baguette,PureLife,4,933.8,5,3548.44,Net Banking
TXN002003,06-08-2023,CUST2222,18-25,Hyderabad,South,STORE021,Dairy & Eggs,Yogurt,GreenLeaf,1,459.13,0,459.13,Cash
TXN002004,09-10-2023,CUST7359,36-45,Kolkata,East,STORE026,Bakery,Brown Bread,GreenLeaf,3,571.81,15,1458.12,Credit Card
TXN002005,02-01-2023,CUST6338,18-25,Bangalore,South,STORE008,Grains & Pulses,Semolina,PureLife,10,829.43,0,8294.3,UPI
TXN002006,04-03-2023,CUST6243,46-55,Delhi,North,STORE016,Frozen Foods,Frozen Corn,Premium,16,763.29,20,9770.11,Debit Card
TXN002007,10-09-2023,CUST6398,18-25,Delhi,North,STORE009,Snacks & Confectionery,Chocolate Bar,GreenLeaf,18,1157.94,25,15632.19,Net Banking
TXN002008,13-05-2023,CUST3535,46-55,Ahmedabad,West,STORE041,Snacks & Confectionery,Dark Chocolate,FreshMart,17,156.71,15,2264.46,Net Banking
TXN002009,30-05-2023,CUST8129,36-45,Bangalore,South,STORE050,Personal Care,Toothpaste,PureLife,13,38.1,10,445.77,UPI
TXN002010,22-02-2023,CUST1447,46-55,Delhi,North,STORE014,Personal Care,Lip Balm,FreshMart,2,543.57,25,815.35,Net Banking
TXN002011,30-09-2023,CUST4766,46-55,Kolkata,East,STORE043,Personal Care,Conditioner,FreshMart,13,1210.21,25,11799.55,Credit Card
TXN002012,06-04-2023,CUST8246,36-45,Kolkata,East,STORE005,Dairy & Eggs,Ghee,PureLife,10,1468.26,0,14682.6,Net Banking
TXN002013,20-06-2023,CUST5252,46-55,Delhi,North,STORE044,Snacks & Confectionery,Peanut Butter Cups,Premium,13,84.22,0,1094.86,UPI
TXN002014,24-01-2023,CUST8351,46-55,Delhi,North,STORE028,Bakery,Donut,PureLife,18,779.13,10,12621.91,Credit Card
TXN002015,28-12-2023,CUST4383,36-45,Pune,West,STORE014,Fruits & Vegetables,Grapes,Premium,7,224.29,0,1570.03,UPI
TXN002016,28-09-2023,CUST8065,55+,Delhi,North,STORE031,Personal Care,Sunscreen,Local,12,909.58,5,10369.21,Cash
TXN002017,30-10-2023,CUST4829,26-35,Chennai,South,STORE004,Frozen Foods,Frozen Pizza,TopBrand,17,1378.6,20,18748.96,Debit Card
TXN002018,31-08-2023,CUST4277,55+,Hyderabad,South,STORE027,Meat & Seafood,Tuna Can,NatureBest,12,1184.43,0,14213.16,Debit Card
TXN002019,09-04-2023,CUST6270,46-55,Pune,West,STORE029,Grains & Pulses,Black Beans,FreshMart,9,1167,15,8927.55,UPI
TXN002020,11-05-2023,CUST3601,46-55,Ahmedabad,West,STORE005,Cleaning Supplies,Broom,Local,16,1068.91,15,14537.18,Cash
TXN002021,18-04-2023,CUST7593,26-35,Chennai,South,STORE030,Meat & Seafood,Crab Meat,GreenLeaf,5,1269.17,25,4759.39,Credit Card
TXN002022,08-02-2023,CUST8615,36-45,Delhi,North,STORE042,Fruits & Vegetables,Tomato,ValueBuy,5,728.4,0,3642,UPI
TXN002023,31-05-2023,CUST3582,55+,Ahmedabad,West,STORE035,Grains & Pulses,Wheat Flour,TopBrand,4,640.17,0,2560.68,Cash
TXN002024,17-01-2023,CUST7140,26-35,Jaipur,North,STORE007,Beverages,Cola,EcoFresh,13,869.92,5,10743.51,Net Banking
TXN002025,31-07-2023,CUST1227,18-25,Lucknow,North,STORE018,Fruits & Vegetables,Onion,HomeChoice,6,288.9,0,1733.4,UPI
TXN002026,06-02-2023,CUST8382,46-55,Mumbai,West,STORE049,Beverages,Lemonade,FreshMart,2,639.23,0,1278.46,Credit Card
TXN002027,25-06-2023,CUST1176,18-25,Bangalore,South,STORE019,Dairy & Eggs,Cream,Local,15,1331.77,0,19976.55,Credit Card
TXN002028,12-07-2023,CUST4667,18-25,Pune,West,STORE029,Meat & Seafood,Mutton Chops,HomeChoice,15,283.47,10,3826.85,Net Banking
TXN002029,04-10-2023,CUST4642,55+,Pune,West,STORE003,Beverages,Lemonade,EcoFresh,8,1374.66,0,10997.28,Debit Card
TXN002030,25-02-2023,CUST4587,55+,Delhi,North,STORE015,Beverages,Orange Juice,HomeChoice,12,927.52,15,9460.7,UPI
TXN002031,21-10-2023,CUST2931,46-55,Delhi,North,STORE015,Bakery,Donut,TopBrand,18,1293.16,0,23276.88,Cash
TXN002032,03-08-2023,CUST8414,46-55,Pune,West,STORE042,Beverages,Herbal Tea,TopBrand,2,196.9,20,315.04,Credit Card
TXN002033,29-10-2023,CUST9015,36-45,Jaipur,North,STORE040,Personal Care,Toothpaste,Local,10,540.29,5,5132.76,Debit Card
TXN002034,04-06-2023,CUST1045,46-55,Hyderabad,South,STORE048,Fruits & Vegetables,Grapes,ValueBuy,17,1290.15,20,17546.04,Debit Card
TXN002035,17-10-2023,CUST3814,55+,Delhi,North,STORE003,Frozen Foods,Frozen Pizza,HomeChoice,2,823,0,1646,Credit Card
TXN002036,13-05-2023,CUST9883,55+,Chennai,South,STORE003,Dairy & Eggs,Eggs,Local,8,933.35,10,6720.12,Credit Card
TXN002037,04-01-2023,CUST3748,26-35,Kolkata,East,STORE023,Bakery,Croissant,NatureBest,7,378.43,0,2649.01,Cash
TXN002038,28-02-2023,CUST4706,36-45,Kolkata,East,STORE019,Bakery,Cake Slice,TopBrand,12,1281.73,0,15380.76,Cash
TXN002039,22-12-2023,CUST4410,55+,Lucknow,North,STORE013,Meat & Seafood,Lamb Rack,GreenLeaf,17,1221.61,10,18690.63,Credit Card
TXN002040,09-03-2023,CUST1118,55+,Bangalore,South,STORE002,Bakery,Baguette,TopBrand,13,1379.51,20,14346.9,Net Banking
TXN002041,19-05-2023,CUST2482,26-35,Mumbai,West,STORE038,Cleaning Supplies,Glass Cleaner,FreshMart,5,1249.16,10,5621.22,UPI
TXN002042,29-01-2023,CUST2931,26-35,Pune,West,STORE016,Snacks & Confectionery,Dark Chocolate,ValueBuy,11,1362.43,0,14986.73,UPI
TXN002043,23-05-2023,CUST3622,18-25,Ahmedabad,West,STORE001,Meat & Seafood,Salmon Fillet,EcoFresh,15,470.4,15,5997.6,Credit Card
TXN002044,25-06-2023,CUST2602,55+,Mumbai,West,STORE009,Grains & Pulses,Oats,HomeChoice,19,312.69,25,4455.83,UPI
TXN002045,25-07-2023,CUST3098,46-55,Bangalore,South,STORE018,Personal Care,Conditioner,ValueBuy,4,727.61,5,2764.92,Debit Card
TXN002046,26-12-2023,CUST1416,55+,Pune,West,STORE028,Bakery,Bagel,NatureBest,9,580.81,0,5227.29,UPI
TXN002047,11-06-2023,CUST3251,36-45,Hyderabad,South,STORE004,Meat & Seafood,Chicken Breast,GreenLeaf,19,893.71,10,15282.44,Credit Card
TXN002048,06-01-2023,CUST6206,18-25,Kolkata,East,STORE018,Dairy & Eggs,Butter,GreenLeaf,8,1291.49,15,8782.13,Credit Card
TXN002049,22-09-2023,CUST8235,46-55,Mumbai,West,STORE038,Dairy & Eggs,Mozzarella,ValueBuy,10,364.27,0,3642.7,Credit Card
TXN002050,09-03-2023,CUST3512,18-25,Lucknow,North,STORE033,Beverages,Lemonade,Premium,5,567.8,10,2555.1,Credit Card
TXN002051,04-06-2023,CUST9892,46-55,Jaipur,North,STORE032,Beverages,Mango Juice,FreshMart,4,890.14,0,3560.56,UPI
TXN002052,29-03-2023,CUST8045,36-45,Lucknow,North,STORE007,Personal Care,Sunscreen,TopBrand,7,1442.85,5,9594.95,Net Banking
TXN002053,10-08-2023,CUST5504,18-25,Kolkata,East,STORE034,Fruits & Vegetables,Tomato,TopBrand,15,1077.45,10,14545.58,Net Banking
TXN002054,14-06-2023,CUST8163,46-55,Jaipur,North,STORE009,Snacks & Confectionery,Pretzels,EcoFresh,7,1246.02,0,8722.14,Credit Card
TXN002055,05-07-2023,CUST5999,26-35,Chennai,South,STORE050,Fruits & Vegetables,Potato,TopBrand,13,728.56,0,9471.28,Debit Card
TXN002056,04-04-2023,CUST6740,18-25,Pune,West,STORE049,Dairy & Eggs,Mozzarella,NatureBest,6,837.62,0,5025.72,Net Banking
TXN002057,17-08-2023,CUST3819,55+,Pune,West,STORE027,Bakery,Cake Slice,GreenLeaf,6,1137.83,10,6144.28,Net Banking
TXN002058,25-03-2023,CUST5025,36-45,Hyderabad,South,STORE006,Beverages,Green Tea,PureLife,3,1278.11,0,3834.33,Net Banking
TXN002059,21-07-2023,CUST3789,46-55,Lucknow,North,STORE003,Grains & Pulses,Red Lentils,HomeChoice,1,1184.21,20,947.37,UPI
TXN002060,25-10-2023,CUST6919,46-55,Chennai,South,STORE013,Frozen Foods,Frozen Pizza,HomeChoice,11,1243.77,0,13681.47,Cash
TXN002061,26-01-2023,CUST2382,55+,Hyderabad,South,STORE015,Personal Care,Face Wash,GreenLeaf,1,1078.59,0,1078.59,Debit Card
TXN002062,26-08-2023,CUST2534,18-25,Lucknow,North,STORE038,Meat & Seafood,Crab Meat,GreenLeaf,6,210.36,10,1135.94,UPI
TXN002063,25-08-2023,CUST8960,18-25,Pune,West,STORE021,Fruits & Vegetables,Apple,EcoFresh,1,1398.33,0,1398.33,Debit Card
TXN002064,08-03-2023,CUST7404,36-45,Pune,West,STORE014,Frozen Foods,Ice Cream,Premium,2,716.26,20,1146.02,Debit Card
TXN002065,13-04-2023,CUST5446,46-55,Lucknow,North,STORE006,Fruits & Vegetables,Apple,ValueBuy,11,350.12,0,3851.32,UPI
TXN002066,30-07-2023,CUST2878,18-25,Mumbai,West,STORE042,Bakery,Muffin,Local,7,1474.73,5,9806.95,Debit Card
TXN002067,20-02-2023,CUST7374,36-45,Pune,West,STORE018,Beverages,Mineral Water,PureLife,10,214.45,5,2037.28,Cash
TXN002068,25-09-2023,CUST6931,46-55,Delhi,North,STORE027,Meat & Seafood,Beef Steak,FreshMart,15,710.1,20,8521.2,UPI
TXN002069,23-05-2023,CUST8021,18-25,Lucknow,North,STORE031,Meat & Seafood,Tuna Can,TopBrand,10,278.29,0,2782.9,Debit Card
TXN002070,11-09-2023,CUST4093,26-35,Jaipur,North,STORE020,Dairy & Eggs,Buttermilk,HomeChoice,15,39.46,0,591.9,Cash
TXN002071,17-05-2023,CUST2274,46-55,Jaipur,North,STORE011,Bakery,Baguette,GreenLeaf,8,673.49,10,4849.13,Debit Card
TXN002072,21-10-2023,CUST5186,46-55,Kolkata,East,STORE037,Snacks & Confectionery,Nachos,FreshMart,7,756.46,20,4236.18,Credit Card
TXN002073,12-03-2023,CUST7848,55+,Jaipur,North,STORE037,Snacks & Confectionery,Granola Bar,FreshMart,12,1120.58,20,10757.57,Debit Card
TXN002074,02-02-2023,CUST1198,18-25,Bangalore,South,STORE039,Personal Care,Toothpaste,TopBrand,17,656.47,10,10043.99,Credit Card
TXN002075,31-03-2023,CUST2497,46-55,Kolkata,East,STORE047,Cleaning Supplies,Sponge Pack,PureLife,16,1115.46,10,16062.62,Credit Card
TXN002076,25-10-2023,CUST4610,46-55,Lucknow,North,STORE035,Snacks & Confectionery,Dark Chocolate,NatureBest,1,1254.49,0,1254.49,Debit Card
TXN002077,18-02-2023,CUST5810,26-35,Chennai,South,STORE030,Frozen Foods,Frozen Pizza,Premium,16,1271.18,20,16271.1,Net Banking
TXN002078,12-02-2023,CUST9883,46-55,Bangalore,South,STORE042,Beverages,Cola,TopBrand,15,86.33,20,1035.96,UPI
TXN002079,30-04-2023,CUST7621,55+,Ahmedabad,West,STORE005,Beverages,Energy Drink,TopBrand,5,1022.36,20,4089.44,Debit Card
TXN002080,31-01-2023,CUST3443,46-55,Kolkata,East,STORE031,Dairy & Eggs,Buttermilk,HomeChoice,17,1122.35,0,19079.95,Net Banking
TXN002081,29-11-2023,CUST7308,18-25,Jaipur,North,STORE019,Dairy & Eggs,Milk,GreenLeaf,10,508.44,25,3813.3,Debit Card
TXN002082,28-12-2023,CUST5062,46-55,Hyderabad,South,STORE018,Frozen Foods,Frozen Fries,EcoFresh,11,1350.14,5,14108.96,Net Banking
TXN002083,07-12-2023,CUST4456,18-25,Bangalore,South,STORE026,Cleaning Supplies,Glass Cleaner,ValueBuy,1,600.57,25,450.43,Cash
TXN002084,22-10-2023,CUST5607,18-25,Delhi,North,STORE040,Cleaning Supplies,Laundry Detergent,FreshMart,6,636.74,25,2865.33,Net Banking
TXN002085,13-12-2023,CUST1764,46-55,Jaipur,North,STORE031,Personal Care,Hand Cream,GreenLeaf,14,500.35,15,5954.16,Net Banking
TXN002086,24-07-2023,CUST1394,36-45,Chennai,South,STORE041,Frozen Foods,Fish Fingers,TopBrand,6,1047.6,25,4714.2,Cash
TXN002087,31-01-2023,CUST5298,55+,Delhi,North,STORE028,Beverages,Herbal Tea,NatureBest,5,1244.37,25,4666.39,Net Banking
TXN002088,01-02-2023,CUST2142,46-55,Hyderabad,South,STORE049,Frozen Foods,Waffles,HomeChoice,14,592.22,0,8291.08,Net Banking
TXN002089,11-12-2023,CUST9790,26-35,Bangalore,South,STORE032,Fruits & Vegetables,Grapes,NatureBest,19,876.22,0,16648.18,Net Banking
TXN002090,26-08-2023,CUST2481,46-55,Kolkata,East,STORE048,Bakery,Cookies,FreshMart,7,1161.2,5,7721.98,Net Banking
TXN002091,22-03-2023,CUST1494,26-35,Lucknow,North,STORE046,Frozen Foods,Frozen Corn,Local,9,265.71,10,2152.25,Net Banking
TXN002092,27-02-2023,CUST5624,36-45,Bangalore,South,STORE050,Meat & Seafood,Salmon Fillet,Local,11,460.71,0,5067.81,Net Banking
TXN002093,12-11-2023,CUST6570,55+,Hyderabad,South,STORE029,Frozen Foods,Waffles,GreenLeaf,13,902.23,0,11728.99,Cash
TXN002094,29-04-2023,CUST9398,36-45,Lucknow,North,STORE043,Snacks & Confectionery,Granola Bar,GreenLeaf,17,251.99,10,3855.45,Cash
TXN002095,15-09-2023,CUST1091,46-55,Ahmedabad,West,STORE041,Bakery,Brown Bread,EcoFresh,18,176.35,25,2380.72,Debit Card
TXN002096,22-02-2023,CUST7219,36-45,Kolkata,East,STORE050,Meat & Seafood,Salmon Fillet,Local,17,874.05,0,14858.85,Credit Card
TXN002097,24-01-2023,CUST2874,46-55,Kolkata,East,STORE004,Cleaning Supplies,Floor Cleaner,Local,1,307.57,25,230.68,Credit Card
TXN002098,16-01-2023,CUST9407,55+,Hyderabad,South,STORE003,Frozen Foods,Frozen Corn,Premium,15,1320.95,5,18823.54,Cash
